latitude,longitude,air_temp_c,wind_speed_knots,wind_direction_deg,wave_height_m,wave_period_s,pressure_hpa,visibility_km,precipitation_mm,source,timestamp
-59.0,16.0,-6.8,22.9,258.4,3.0,10.6,985.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,17.0,-3.5,24.7,286.7,3.2,10.8,989.2,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,18.0,-6.2,24.0,261.6,3.1,10.7,986.9,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,19.0,-6.2,19.2,276.1,2.7,10.2,985.9,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,20.0,-7.9,19.2,276.5,2.7,10.2,985.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,21.0,-7.2,19.2,236.1,2.7,10.2,988.3,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,22.0,-7.0,18.5,273.5,2.7,10.2,988.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,0.0,-3.3,28.0,260.4,3.4,11.1,981.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,1.0,-4.0,28.4,249.9,3.5,11.2,981.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,2.0,-5.5,30.5,244.4,3.6,11.3,979.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,3.0,-4.3,34.7,250.1,4.0,11.8,985.9,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,4.0,-4.3,34.0,241.9,3.9,11.7,983.3,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,5.0,-2.9,31.1,273.5,3.7,11.4,979.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,6.0,-5.7,31.6,285.2,3.7,11.4,978.8,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,7.0,-4.3,30.4,267.1,3.6,11.3,985.4,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,8.0,-5.1,37.2,255.9,4.2,12.0,981.8,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,9.0,-2.8,33.0,263.9,3.8,11.6,982.8,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,10.0,-6.5,28.6,267.0,3.5,11.2,982.2,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,11.0,-3.6,35.7,253.1,4.1,11.9,981.5,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,12.0,-3.6,30.5,281.3,3.6,11.3,978.8,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,13.0,-4.6,30.4,262.1,3.6,11.3,978.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,14.0,-3.7,23.4,276.7,3.1,10.7,981.9,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,15.0,-5.9,22.9,280.7,3.0,10.6,977.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,16.0,-4.6,24.5,267.6,3.2,10.8,982.9,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,17.0,-4.6,25.7,268.2,3.3,11.0,981.4,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,18.0,-3.8,25.4,233.1,3.2,10.8,987.3,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,19.0,-3.8,27.0,266.5,3.4,11.1,979.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,20.0,-5.1,20.7,244.4,2.9,10.5,978.3,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,21.0,-3.2,16.4,267.0,2.5,10.0,989.1,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-58.0,22.0,-3.7,12.8,250.6,2.2,9.6,978.5,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,0.0,-3.4,23.3,269.0,3.1,10.7,982.4,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,1.0,-5.2,23.9,245.0,3.1,10.7,980.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,2.0,-4.0,33.6,264.5,3.9,11.7,975.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,3.0,-1.3,33.1,235.8,3.8,11.6,979.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,4.0,-5.1,37.3,252.3,4.2,12.0,981.1,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,5.0,-2.9,35.8,265.5,4.1,11.9,982.5,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,6.0,-3.2,33.6,261.1,3.9,11.7,982.9,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,7.0,-2.6,34.3,238.2,3.9,11.7,982.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,8.0,-3.2,34.9,246.0,4.0,11.8,978.3,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,9.0,-4.0,35.5,253.3,4.0,11.8,977.9,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,10.0,-4.9,40.0,229.2,4.4,12.3,977.3,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,11.0,-3.2,30.2,251.8,3.6,11.3,980.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,12.0,-4.3,31.8,274.0,3.7,11.4,978.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,13.0,-3.5,33.7,284.0,3.9,11.7,986.2,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,14.0,-2.2,32.9,271.7,3.8,11.6,982.9,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,15.0,-4.4,28.4,269.2,3.5,11.2,984.1,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,16.0,-1.9,19.0,288.4,2.7,10.2,974.2,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,17.0,-3.4,22.4,258.3,3.0,10.6,980.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,18.0,-2.0,26.9,266.8,3.4,11.1,979.9,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,19.0,-4.8,22.0,254.9,3.0,10.6,981.5,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,20.0,-5.3,18.8,293.7,2.7,10.2,980.9,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,21.0,-3.2,19.5,261.3,2.8,10.4,981.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-57.0,22.0,-3.6,15.8,252.6,2.5,10.0,981.4,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,0.0,-1.2,26.2,263.0,3.3,11.0,983.1,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,1.0,-3.3,27.1,243.2,3.4,11.1,976.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,2.0,-1.3,31.2,230.1,3.7,11.4,977.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,3.0,-2.0,31.5,245.7,3.7,11.4,975.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,4.0,-1.0,31.8,280.4,3.7,11.4,976.3,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,5.0,-2.7,31.5,259.4,3.7,11.4,976.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,6.0,-1.7,31.4,258.7,3.7,11.4,976.4,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,7.0,-2.8,29.1,239.9,3.5,11.2,973.9,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,8.0,-1.1,35.8,274.3,4.1,11.9,981.5,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,9.0,-2.5,36.6,254.8,4.1,11.9,970.7,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,10.0,-3.7,33.4,276.0,3.9,11.7,982.2,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,11.0,-2.7,32.5,254.6,3.8,11.6,978.1,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,12.0,-1.0,32.2,257.4,3.8,11.6,972.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,13.0,-2.4,32.1,254.1,3.8,11.6,975.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,14.0,-1.3,28.1,257.2,3.4,11.1,975.1,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,15.0,-2.3,28.9,261.4,3.5,11.2,976.3,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,16.0,-3.0,24.3,262.2,3.1,10.7,977.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,17.0,-1.4,25.5,272.8,3.2,10.8,974.2,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,18.0,-0.3,18.6,276.6,2.7,10.2,978.2,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,19.0,-4.8,19.4,261.8,2.8,10.4,973.5,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,20.0,-3.8,26.4,240.3,3.3,11.0,975.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,21.0,-0.0,23.5,298.4,3.1,10.7,978.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-56.0,22.0,-2.7,18.7,290.3,2.7,10.2,981.1,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
